Orig,Name,TotalSeats,Country Name,Airport1Latitude,Airport1Longitude
IFO,Ivano-Frankivsk International,16725.38,Ukraine,48.88330078,24.68330002
MSE,Kent International,16638.72,United Kingdom,51.34170151,1.347200036
ORF,Norfolk Intl,16517.396,United States,36.89580154,-76.20140076
YQG,Windsor,16504.397,Canada,42.27420044,-82.96389771
HMO,I.Pesqueira Garcia,16469.733,Mexico,29.09639931,-111.0460968
PIE,St.Pete-Clearwater Int,16326.744,United States,27.91670036,-82.6832962
KIS,Kisumu,16040.766,Kenya,-0.085600004,34.72859955
TJQ,H.A.S. Hanandjoeddin,16014.768,Indonesia,-2.75,107.6500015
TUK,Turbat International,15980.104,Pakistan,25.99440002,63.06940079
TMM,Toamasina,15919.442,Madagascar,-18.11000061,49.39220047
BIM,South Bimini Intl,15837.115,Bahamas,25.69939995,-79.26560211
CHS,Charleston International/AFB,15754.788,United States,32.89920044,-80.03890228
WAT,Waterford,15598.8,Ireland,52.19720078,-7.088900089
KHS,Khasab,15598.8,Oman,26.16449928,56.23630142
RES,Resistencia,15520.806,Argentina,-27.45140076,-59.05080032
NRK,Kungsangen,15416.814,Sweden,58.58890152,16.25
TET,Chingozi,15217.496,Mozambique,-16.1033001,33.63890076
FKS,Fukushima,15182.832,Japan,37.22859955,140.4291992
KWA,Bucholz AAF,15156.834,Marshall Islands,8.714699745,167.7268982
ESM,C.Concha Torres Intl,15130.836,Ecuador,0.966700017,-79.625
PUF,Pyrenees Airport,15078.84,France,43.38000107,-0.417800009
OSD,Froesoe,14909.853,Sweden,63.19860077,14.49440002
TCP,Taba International Airport,14740.866,Egypt,29.54999924,34.91669846
VLL,Valladolid Airport,14732.2,Spain,41.70560074,-4.854199886
PGU,Persian Gulf International,14680.204,Iran,27.47940064,52.7378006
SRY,Dasht-e-Naz Airport,14619.542,Iran,36.63759995,53.1916008
MJN,Philibert Tsiranana,14610.876,Madagascar,-15.6658001,46.35309982
LIO,Limon International,14571.879,Costa Rica,9.955800057,-83.02110291
PKG,Pangkor Airport,14558.88,Malaysia,4.244800091,100.5538025
VIN,Gavryshivka International,14506.884,Ukraine,49.23329926,28.48329926
BPS,Porto Seguro,14480.886,Brazil,-16.43330002,-39.08330154
OAZ,Camp Bastion,14467.887,Afghanistan,31.85499954,64.21219635
GDT,J.A.G.S. McCartney Int,14411.558,Turks and Caicos Islands,21.44389916,-71.14250183
VDO,Van Don International Airport,14307.566,Vietnam,21.11377525,107.4172669
FSM,Fort Smith Regional,14298.9,United States,35.33610153,-94.37000275
QYI,Hilversum Railway Service,14155.911,Netherlands,52.23329926,5.166699886
ABQ,International Sunport,14129.913,United States,35.04169846,-106.6063995
TGG,Sultan Mahmud,14038.92,Malaysia,5.381100178,103.1097031
PLH,Plymouth City Airport,13926.262,United Kingdom,50.42250061,-4.110799789
NGD,Auguste George,13830.936,British Virgin Islands,18.7166996,-64.30000305
CUC,Camilo Daza,13830.936,Colombia,7.929999828,-72.50939941
EAM,Nejran,13765.941,Saudi Arabia,17.61170006,44.42969894
RIH,Scarlett Martinez Intl,13744.276,Panama,8.380000114,-80.12969971
KER,Kerman,13739.943,Iran,30.26329994,56.95750046
AQP,Rodriguez Ballon Intl,13648.95,Peru,-16.33779907,-71.55500031
MES,Polonia,13631.618,Indonesia,3.561100006,98.67279816
GWT,Sylt,13583.955,Germany,54.91529846,8.343099594
QRW,Osubi,13432.3,Nigeria,5.5,5.683300018
ERL,Saiwusu International,13336.974,China,43.4233017,112.0911026
SHI,Shimojishima Airport,13258.98,Japan,24.81669998,125.1500015
KBR,Sultan Ismail Petra,13258.98,Malaysia,6.165299892,102.293602
TWU,Tawau,13050.996,Malaysia,4.264200211,117.884697
VGO,Vigo Airport,13011.999,Spain,42.22639847,-8.627799988
KZR,Zafer,13011.999,Turkey,39.12030029,30.11689949
HOB,Lea County Regional,12999,United States,32.68859863,-103.2169037
OMR,Oradea,12929.672,Romania,47.02750015,21.90309906
VSG,Luhansk International,12869.01,Ukraine,48.56669998,39.33330154
LOV,V.Carranza Intl,12825.68,Mexico,26.95000076,-101.4832993
SAV,Hilton Head Intl,12791.016,United States,32.12749863,-81.20249939
MWZ,Mwanza,12730.354,Tanzania,-2.444700003,32.92810059
IXB,Bagdogra,12687.024,India,26.68059921,88.33059692
LLK,Lankaran Airport,12661.026,Azerbaijan,38.75889969,48.8064003
IDR,Devi Ahilya Bai Holkar,12635.028,India,22.72310066,75.80560303
STX,Henry E. Rohlsen,12587.365,United States,17.70389938,-64.79889679
XCH,Christmas Island,12548.368,Christmas Island,-10.45030022,105.6893997
FUN,Funafuti Intl,12531.036,Tuvalu,-8.526100159,179.203598
SRJ,German Quiroga Guardia,12431.377,Bolivia,-14.85000038,-66.73329926
PXO,Porto Santo Airport,12344.717,Portugal,33.06689835,-16.34560013
KAO,Kuusamo,12292.721,Finland,65.99030304,29.23390007
TSV,Townsville International,12167.064,Australia,-19.25419998,146.7642059
GGR,Garowe,12158.398,Somalia,8.457900047,48.56719971
AAQ,Vityazevo,12141.066,Russian Federation,44.90000153,37.31669998
AWZ,Ahwaz,11920.083,Iran,31.33779907,48.75970078
BBO,Berbera,11894.085,Somalia,10.39169979,44.95000076
SLD,Sliac,11876.753,Slovakia,48.63330078,19.13330078
ZYL,Osmani International,11824.757,Bangladesh,24.95890045,91.87439728
AJO,Aljouf,11777.094,Yemen,15.7166996,44.25
CGU,Ciudad Guayana,11751.096,Venezuela,8.305000305,-62.7344017
CHE,City Hall Heliport,11686.101,Estonia,59.44810104,24.75329971
HEN,Hernesaari Heliport,11686.101,Finland,60.14780045,24.92440033
JAX,Jacksonville Intl,11582.109,United States,30.48469925,-81.68779755
KAD,Kaduna,11499.782,Nigeria,10.5958004,7.440299988
CRV,Crotone,11465.118,Italy,38.99250031,17.08609963
CJC,El Loa,11361.126,Chile,-22.48719978,-68.91670227
UAQ,Domingo F. Sarmiento,11309.13,Argentina,-31.56669998,-68.41670227
NSB,North Seaplane Base,11192.139,Bahamas,25.74970055,-79.27639771
NOZ,Spichenkovo,11174.807,Russian Federation,53.75,87.09999847
GYN,Santa Genoveva,10919.16,Brazil,-16.63829994,-49.21080017
ILD,Lleida-Alguaire Airport,10901.828,Spain,41.72769928,0.53579998
MCY,Maroochydore,10776.171,Australia,-26.60420036,153.0899963
JNZ,Jinzhouwan,10737.174,China,41.11669922,121.0167007
YBL,Campbell River,10724.175,Canada,49.9510994,-125.2694016
NAJ,Nakchivan Airport,10689.511,Azerbaijan,39.19029999,45.45890045
HUN,Hua Lien,10633.182,Taiwan,24.02219963,121.6125031
TRK,Juwata,10607.184,Indonesia,3.325799942,117.5667038
SMS,Sainte Marie,10607.184,Madagascar,-17.08329964,49.81669998
OGU,Ordu/Giresun,10546.522,Turkey,40.96670151,38.06669998
ANE,Marce Airport,10485.86,France,47.49779892,-0.574199975
LSC,La Florida,10321.206,Chile,-29.91329956,-71.19779968
MMK,Murmansk,10260.544,Russian Federation,68.78479767,32.7580986
IGR,Cataratas Del Iguazu,10234.546,Argentina,-25.74169922,-54.46580124
GSE,Goteborg City Airport,10139.22,Sweden,57.7757988,11.87310028
DSM,Des Moines International,10139.22,United States,41.53390122,-93.65670013
DIE,Arrachart,10052.56,Madagascar,-12.34609985,49.29249954
HLD,Dongshan,10043.894,China,49.2132988,119.8239975
CUL,Fed. De Bachigualato,9870.574,Mexico,24.76440048,-107.4741974
DAY,Dayton James M. Cox International,9857.575,United States,39.90110016,-84.22000122
MNI,John A. Osborne,9788.247,Montserrat,16.75,-62.23329926
CIX,J.A. Quinones Gonzalez Airport,9775.248,Peru,-6.789700031,-79.8321991
KWB,Karimunjawa Airport,9684.255,Indonesia,-5.833300114,110.5
MGZ,Myeik,9684.255,Myanmar,12.44999981,98.61669922
JOK,Yoshkar-Ola,9584.596,Russian Federation,56.71670151,47.90000153
RFD,Chicago Rockford International,9567.264,United States,42.19720078,-89.09249878
AGT,Guarani International Airport,9515.268,Paraguay,-25.45549965,-54.84339905
ECI,Costa Esmeralda,9463.272,Nicaragua,11.42749977,-86.03330231
TCB,Treasure Cay,9445.94,Bahamas,26.73500061,-77.37220001
VGA,Vijayawada,9359.28,India,16.52939987,80.79720306
KSN,Kostanav,9337.615,Kazakhstan,53.20370102,63.55189896
BSP,Bensbach,9220.624,Papua New Guinea,-9.050000191,141.0500031
UYN,Yuyang,9198.959,China,38.33330154,109.4832993
PHE,Port Hedland International,9151.296,Australia,-20.37829971,118.6275024
ULV,Baratayevka,9125.298,Russian Federation,54.2682991,48.22669983
DEZ,Deir ez Zor,9125.298,Syria,35.28559876,40.17580032
KOK,Kruunupyy,9073.302,Finland,63.71559906,23.14170075
GRK,Regional/R.Gray AAF,9029.972,United States,31.06469917,-97.82749939
UPN,Ignacio Lopez Rayon,9003.974,Mexico,19.41110039,-102.0472031
LFT,Lafayette Regional,8930.313,United States,30.20470047,-91.98750305
TGZ,Angel Albino Corzo Intl,8882.65,Mexico,16.56159973,-93.02590179
ISN,Sloulin Field Intl,8882.65,United States,48.17610169,-103.6361008
NDB,Nouadhibou,8834.987,Mauritania,20.93420029,-17.02829933
CIR,Cairo Airport,8787.324,United States,37,-89.1832962
PSZ,Puerto Suarez International,8735.328,Bolivia,-18.9666996,-57.79999924
CCK,Cocos Islands,8735.328,Cocos (Keeling) Islands,-12.18859959,96.83059692
FRS,Mundo Maya Intl,8735.328,Guatemala,16.91670036,-89.88330078
PMR,Palmerston North,8726.662,New Zealand,-40.32220078,175.6166992
CSY,Cheboksary,8726.662,Russian Federation,56.13330078,47.26670075
CME,Ciudad del Carmen International,8666,Mexico,18.64999962,-91.80000305
CQM,Central,8579.34,Spain,38.86029816,-3.992500067
YDS,Desolation Sound,8484.014,Canada,50.18330002,-124.699997
YHS,Sechelt Airport,8484.014,Canada,49.46670151,-123.75
VAV,Vava'u International,8397.354,Tonga,-18.58329964,-173.9667053
ILM,Wilmington International,8319.36,United States,34.26689911,-77.90390015
PID,Paradise Island,8250.032,Bahamas,25.08329964,-77.30000305
ORG,Zorg en Hoop,8232.7,Suriname,5.809400082,-55.19110107
CXH,Harbour SPB,8211.035,Canada,49.29999924,-123.1333008
YEI,Yenisehir Airport,8137.374,Turkey,40.23329926,29.54999924
BZZ,Brize Norton Raf Stn,8111.376,United Kingdom,51.74919891,-1.581099987
WUT,Wutaishan,8072.379,China,38.5992012,112.9677963
MHQ,Mariehamn,8055.047,Finland,60.12329865,19.89669991
GOH,Nuuk,8016.05,Greenland,64.19219971,-51.68249893
MMB,Memanbetsu,7959.721,Japan,43.90000153,144.1672058
KUS,Kulusuk,7899.059,Greenland,65.5667038,-37.11669922
ARW,Arad,7851.396,Romania,46.18330002,21.26670075
MZO,Sierra Maestra,7799.4,Cuba,20.32500076,-77.12889862
SXL,Sligo Airport,7799.4,Ireland,54.28329849,-8.4666996
COQ,Choibalsan Airport,7799.4,Mongolia,48.13629913,114.6443024
ULY,Ulyanovsk,7773.402,Russian Federation,54.26670075,48.21670151
DMB,Taraz,7747.404,Kazakhstan,42.90000153,71.36669922
HLE,Saint Helena,7643.412,Saint Helena,-15.95810032,-5.644999981
SON,Santo-Pekoa International,7643.412,Vanuatu,-15.51669979,167.1333008
UBJ,Yamaguchi-Ube,7604.415,Japan,33.92580032,131.2743988
FWA,Fort Wayne International,7582.75,United States,40.97829819,-85.18810272
ALP,Aleppo International Airport,7574.084,Syria,36.18080139,37.22669983
MLW,Spriggs Payne,7565.418,Liberia,6.289400101,-10.75829983
PZO,Manuel Carlos Piar,7556.752,Venezuela,8.305000305,-62.7344017
SJR,San Juan De Uraba Airport,7535.087,Colombia,8.766699791,-76.53330231
ANK,Etimesgut Metropolitan Area,7535.087,Turkey,39.95470047,32.69530106
DAT,Beijiazao,7409.43,China,40.08300018,113.3000031
KMH,Kuruman Airport,7400.764,South Africa,-27.4666996,23.4666996
KSD,Karlstad,7392.098,Sweden,59.36169815,13.46940041
AOC,Altenburg Nobitz Airport,7370.433,Germany,50.98329926,12.44999981
LFM,Lamerd,7366.1,Iran,27.37100029,53.18920136
IPC,Mataveri Intl,7305.438,Chile,-27.16500092,-109.4266968
OGZ,Vladikavkaz,7279.44,Russian Federation,43.20000076,44.59999847
TOE,Nefta,7279.44,Tunisia,33.93080139,8.104200363
FTU,Marillac,7227.444,Madagascar,-25.03809929,46.95560074
TLE,Toliara,7227.444,Madagascar,-23.38969994,43.7242012
NVT,Victor Konder Intl,7158.116,Brazil,-26.87940025,-48.6507988
CFN,Donegal,7158.116,Ireland,55.04999924,-8.333299637
BRN,Belp,7145.117,Switzerland,46.91529846,7.499199867
IOA,King Pyrros Airport,7136.451,Greece,39.69639969,20.82250023
BAV,Erliban,7071.456,China,40.66669846,109.9832993
BPM,Begumpet,7019.46,India,17.4531002,78.38420105
VDH,Dong Hoi,7019.46,Vietnam,17.51530075,106.5907974
KSA,Kosrae International,7006.461,Micronesia,5.350800037,162.9763947
MYR,Myrtle Beach International,6958.798,United States,33.67919922,-78.92970276
APF,Naples Municipal,6932.8,United States,26.15279961,-81.77529907
GFK,Grand Forks Intl,6932.8,United States,47.95190048,-97.1785965
HDM,Hamadan,6915.468,Iran,34.86470032,48.54809952
NTL,Williamtown,6863.472,Australia,-32.79579926,151.8332977
VII,Vinh,6863.472,Vietnam,18.70000076,105.6333008
NLV,Mykolaiv International,6824.475,Ukraine,47.04999924,31.91670036
BWK,Bol,6794.144,Croatia,43.28580093,16.67970085
TOB,Tobruk Airport,6759.48,Libya,31.85420036,23.91720009
TLC,Toluca-A.Lopez Mateos,6742.148,Mexico,19.37919998,-99.6917038
ROC,Greater Rochester International,6737.815,United States,43.12139893,-77.67079926
YKA,Kamloops,6733.482,Canada,50.69919968,-120.4383011
AZI,Bateen Airport,6716.15,United Arab Emirates,24.4192009,54.4516983
ALB,Albany International,6716.15,United States,42.74580002,-73.80529785
CXI,Cassidy International,6707.484,Kiribati,1.988100052,-157.3553009
PUQ,C.Ibanez del Campo,6668.487,Chile,-53.12639999,-70.87750244
RIY,Riyan Mukalla,6599.159,Yemen,14.64719963,49.32220078
YBG,Saguenay Bagotville,6586.16,Canada,48.32220078,-70.98860169
TTT,Chih Hong,6586.16,Taiwan,22.79439926,121.1750031
GHB,Governor's Harbour,6555.829,Bahamas,25.28389931,-76.33080292
LDY,Eglinton,6551.496,United Kingdom,55.04330063,-7.153299809
GSV,Gagarin Airport,6547.163,Russian Federation,51.71279907,46.17110062
IHR,Iranshahr Airport,6542.83,Iran,27.23690033,60.7242012
KSU,Kvernberget,6538.497,Norway,63.11470032,7.844399929
XFW,Finkenwerder,6499.5,Germany,53.53580093,9.836600304
SFS,Subic Bay Intl,6482.168,Philippines,14.79580021,120.2696991
BIF,Biggs Aaf,6482.168,United States,31.84939957,-106.3794022
MIB,Minot Air Force Base,6482.168,United States,48.41559982,-101.3572006
NGU, Norfolk NS (Chambers Field),6482.168,United States,36.93719864,-76.29060364
SLN,Salina Regional,6482.168,United States,38.79079819,-97.65249634
MLX,Erhac,6434.505,Turkey,38.35440064,38.25360107
AXT,Akita,6404.174,Japan,39.61569977,140.2169952
OUZ,Tazadit,6386.842,Mauritania,20.5333004,-12.75
BPE,Beidaihe,6378.176,China,39.66640091,119.0599976
JAA,Jalalabad,6343.512,Afghanistan,34.40000153,70.5
XQP,La Managua ,6339.179,Costa Rica,9.449999809,-84.15000153
SDD,Mukanka,6239.52,Angola,-14.92440033,13.57670021
SMR,Simon Bolivar Intl,6239.52,Colombia,11.12220001,-74.22859955
BTV,Burlington International Airport,6191.857,United States,44.47280121,-73.15309906
RIG,Rio Grande Regional,6187.524,Brazil,-32.08190155,-52.16640091
XNH,Ali Air Base,6187.524,Iraq,35,43
BOY,Bobo Dioulasso,6139.861,Burkina Faso,11.16359997,-4.326399803
GNV,J R Alison Regional Municipal,6074.866,United States,29.68969917,-82.27580261
PEV,Pecs,6066.2,Hungary,45.98939896,18.24220085
THR,Mehrabad Intl,6005.538,Iran,35.68970108,51.31579971
CEE,Cherepovets Airport,5953.542,Russian Federation,59.28329849,38.06669998
MAQ,Mae Sot,5927.544,Thailand,16.70179939,98.54350281
SCI,Paramillo,5927.544,Venezuela,7.766699791,-72.23329926
SDV,Sde Dov,5858.216,Israel,32.1108017,34.77939987
UAK,Narsarsuaq,5823.552,Greenland,61.16220093,-45.42810059
ROT,Rotorua International,5823.552,New Zealand,-38.11109924,176.3166962
RTW,Saratov,5719.56,Russian Federation,51.56669998,46.06669998
BCW,Benguerra Island Airport,5702.228,Mozambique,-21.88470078,35.42499924
BZB,Bazaruto Island Airport,5702.228,Mozambique,-21.53470039,35.49169922
IBL,Indigo Bay Lodge,5702.228,Mozambique,-21.70190048,35.44829941
TKS,Tokushima,5684.896,Japan,34.12969971,134.6016998
OXF,London Oxford Airport,5632.9,United Kingdom,51.76670075,-1.25
CSK,Cap Skirring,5624.234,Senegal,12.39999962,-16.75
ELU,Guemar,5602.569,Algeria,33.51670075,6.783299923
MEC,Eloy Alfaro Intl,5520.242,Ecuador,-0.9375,-80.72080231
FRW,Francistown,5468.246,Botswana,-21.15999985,27.48250008
TOV,West End Spb,5459.58,British Virgin Islands,18.45000076,-64.58329773
KUH,Kushiro,5459.58,Japan,43.03969955,144.2039032
LCE,La Ceiba Intl,5450.914,Honduras,15.74059963,-86.85720062
BOI,Boise Air Terminal (Gowen Field),5424.916,United States,43.56529999,-116.2249985
PNS,Pensacola International,5416.25,United States,30.47249985,-87.18830109
CWC,Chernivtsi International,5407.584,Ukraine,48.26670075,25.9666996
TUL,Tulsa International,5377.253,United States,36.19779968,-95.88970184
BKG,Branson Airport,5303.592,United States,36.53170013,-93.1996994
KUO,Kuopio,5264.595,Finland,63.00559998,27.79829979
GRB,Austin-Straubel Intl,5221.265,United States,44.48809815,-88.13059998
MII,Frank M. Milenkowichi,5199.6,Brazil,-22.2166996,-49.93330002
UBA,M. de Almeida Franco,5199.6,Brazil,-19.77639961,-47.95830154
YVA,Iconi,5199.6,Comoros,-11.70750046,43.23419952
ADE,Aden International,5199.6,Yemen,12.8277998,45.0306015
RIC,Richmond International,5173.602,United States,37.5060997,-77.32250214
ZVK,Savannakhet,5147.604,Laos,16.55360031,104.762497
ONQ,Caycuma Airport,5138.938,Turkey,41.51670075,32.09999847
MLB,Melbourne International,5130.272,United States,28.10250092,-80.64309692
TEQ,Corlu Airport,5117.273,Turkey,40.96670151,27.5
XLS,Saint Louis,5112.94,Senegal,16.0503006,-16.46030045
TAI,Al Janad International,5099.941,Yemen,13.68889999,44.13750076
WEF,Weifang Airport,5095.608,China,36.75,119.2166977
OKO,Yokota AB,5034.946,Japan,35.74489975,139.3516998
BSA,Bosaso International,5030.613,Somalia,11.2833004,49.15000153
UIP,Pluguffan,4991.616,France,47.97439957,-4.170800209
MZV,Mulu,4991.616,Malaysia,4.066699982,114.9332962
SGF,Springfield Branson Natl,4961.285,United States,37.24000168,-93.38500214
XYI,Flen Railway Service,4943.953,Sweden,59.05720139,16.58889961
OTD,Contadora Island,4939.62,Panama,8.627799988,-79.03469849
ANG,Angouleme-Brie-Champniers,4913.622,France,45.72940064,0.219699994
PKR,Pokhara,4913.622,Nepal,28.19720078,83.98609924
RBX,Rumbek Airport,4887.624,South Sudan,6.849699974,29.65139961
YXY,Erik Nielsen Intl,4883.291,Canada,60.71670151,-135.0666962
YHH,Campbell River SPB,4852.96,Canada,50.01670075,-125.25
POX,Pontoise,4852.96,France,49.04999924,2.083300114
TKQ,Kigoma,4800.964,Tanzania,-4.885000229,29.67000008
RGL,Piloto N. Fernandez,4774.966,Argentina,-51.60919952,-69.33920288
AEX,Alexandria Intl Airport,4766.3,United States,31.32740021,-92.54859924
BVB,A.B. Cantanhede Intl,4748.968,Brazil,2.833300114,-60.66669846
PMY,El Tehuelche Airport,4714.304,Argentina,-42.75899887,-65.10099793
DJG,Tiska,4701.305,Algeria,24.46529961,9.488900185
HOD,Hodeidah International,4701.305,Yemen,14.74720001,42.98279953
CRC,Santa Ana,4679.64,Colombia,4.766699791,-75.9332962
KMU,Kismayu,4679.64,Somalia,-0.416700006,42.84170151
FAY,Regional (Grannis Fld),4657.975,United States,34.99140167,-78.88030243
KRW,Turkmenbashi,4644.976,Turkmenistan,40.03329849,53
LUG,Agno,4640.643,Switzerland,46.00469971,8.911399841
HME,Oued Irara,4610.312,Algeria,31.6739006,6.142799854
LSZ,Mali Losinj,4610.312,Croatia,44.56689835,14.39389992
RDN,Redang Island,4549.65,Malaysia,5.765299797,103.006897
MXL,R.Sanchez Taboada Intl,4549.65,Mexico,32.63069916,-115.2413025
MSN,"DCRA, Dane County Regional Airport",4493.321,United States,43.14189911,-89.3368988
OMD,Oranjemund Airport,4458.657,Namibia,-28.58480072,16.44650078
LUD,Luderitz,4445.658,Namibia,-26.68390083,15.24499989
NBW,Mariana Grajales,4436.992,Cuba,19.90609932,-75.20749664
TOL,Toledo Express,4419.66,United States,41.59080124,-83.80079651
GRS,Corrado Baccarini,4380.663,Italy,42.76190186,11.07059956
MMY,Miyako,4380.663,Japan,24.78079987,125.2972031
CBG,Cambridge,4367.664,United Kingdom,52.20560074,0.176400006
MPB,Miami Spb,4367.664,United States,25.74749947,-80.17350006
PLC,Planeta Rica Airport,4341.666,Colombia,8.416700363,-75.59999847
IQT,F.Secada Vignetta,4341.666,Peru,-3.75,-73.19999695
HAQ,Hanimaadhoo Island Airport,4333,Maldives,6.433300018,73.0943985
RHE,Reims,4276.671,France,49.31079865,4.050600052
MOT,Minot International,4268.005,United States,48.25939941,-101.2807999
LVB,Santana do Livramento,4263.672,Brazil,-30.83329964,-55.61669922
NGE,Ngaoundere,4255.006,Cameroon,7.356400013,13.56140041
GLN,Goulimime Airport,4246.34,Morocco,29.01670075,-10.06669998
PFN,Bay County,4246.34,United States,30.21249962,-85.68190002
FKI,Bangoka International Airport,4237.674,Democratic Republic of the Congo,0.516700029,25.15500069
CAS,Anfa,4229.008,Morocco,33.55970001,-7.663099766
ORB,Orebro,4216.009,Sweden,59.22779846,15.04310036
GHA,Noumerat,4194.344,Algeria,32.38219833,3.800600052
MDT,Harrisburg International Airport,4155.347,United States,40.19309998,-76.7621994
KSY,Kars,4142.348,Turkey,40.55170059,43.08580017
VBY,Visby,4138.015,Sweden,57.6631012,18.34939957
AEY,Akureyri,4129.349,Iceland,65.6568985,-18.07220078
PES,Petrozavodsk,4116.35,Russian Federation,61.78329849,34.33330154
SBN,South Bend International,4116.35,United States,41.70470047,-86.3167038
YQT,Thunder Bay International,4103.351,Canada,48.36970139,-89.32779694
YFC,Fredericton International,4099.018,Canada,45.86669922,-66.53330231
ZBR,Konarak Airport,4094.685,Iran,25.29999924,60.61669922
ETH,Eilat,4094.685,Israel,29.55970001,34.96139908
PLU,Pampulha,4073.02,Brazil,-19.85169983,-43.95080185
HLA,Lanseria International,4073.02,South Africa,-26.08329964,27.58329964
EVE,Evenes,4068.687,Norway,68.4910965,16.67970085
LET,Alfredo V. Cobb Intl,4008.025,Colombia,-4.196400166,-69.93939972
ILZ,Zilina,3986.36,Slovakia,49.23329926,18.76670075
USH,Malvinas Argentinas,3977.694,Argentina,-54.80279923,-68.32779694
SKE,Skien Airport,3977.694,Norway,59.18280029,9.5625
MAK,Malakal,3977.694,South Sudan,9.555600166,31.64439964
MSW,Massawa International,3917.032,Eritrea,15.6033001,39.44110107
PBL,Bartolome Salom International,3917.032,Venezuela,10.47920036,-68.07360077
YXC,Canadian Rockies Intl,3899.7,Canada,49.53329849,-115.7667007
BUZ,Bushehr,3899.7,Iran,28.94919968,50.83250046
KKN,Hoeybuktmoen,3899.7,Norway,69.72280121,29.8932991
NAL,Nalchik,3899.7,Russian Federation,43.53329849,43.70000076
AGS,Regional (Bush Field),3899.7,United States,33.36920166,-81.96440125
YYG,Charlottetown,3891.034,Canada,46.28609848,-63.13059998
ACY,Atlantic City Intl,3847.704,United States,39.45669937,-74.57779694
ABC,Albacete Airport,3726.38,Spain,38.94860077,-1.863600016
CAX,Carlisle,3717.714,United Kingdom,54.93669891,-2.809400082
BAY,Baia Mare,3639.72,Romania,47.65000153,23.4666996
JOE,Joensuu,3626.721,Finland,62.66249847,29.60890007
BOC,Isla Colon Intl Airport,3618.055,Panama,9.340000153,-82.25189972
THU,Thule Air Base,3613.722,Greenland,76.53220367,-68.70330048
ICT,Dwight D. Eisenhower,3605.056,United States,37.65000153,-97.43280029
KYS,Dag-Dag,3553.06,Mali,14.43190002,-11.43939972
CRD,General E. Mosconi,3535.728,Argentina,-45.78720093,-67.46279907
LNV,Kunaye,3535.728,Papua New Guinea,-3.066699982,152.6166992
BUO,Burao,3535.728,Somalia,9.522500038,45.55419922
WJR,Wajir Airport,3527.062,Kenya,1.766700029,40.59999847
KWG,Lozuvatka International,3509.73,Ukraine,47.90999985,33.34999847
YQQ,Comox,3483.732,Canada,49.71670151,-124.8933029
CID,The Eastern Iowa Airport,3483.732,United States,41.88439941,-91.70610046
CGR,Campo Grande International,3466.4,Brazil,-20.46330071,-54.67250061
YUM,Yuma International,3466.4,United States,32.65420151,-114.6069031
SDU,Santos Dumont,3462.067,Brazil,-22.90999985,-43.16279984
JUJ,Gobernador H. Guzman,3457.734,Argentina,-24.38500023,-65.09739685
UEL,Quelimane,3427.403,Mozambique,-17.84720039,36.86560059
NDG,Sanjiazi,3392.739,China,47.25529862,123.9240036
YKF,Region of Waterloo International,3379.74,Canada,43.45560074,-80.3839035
JKG,Axamo,3379.74,Sweden,57.75780106,14.0703001
GRR,Gerald R. Ford International Airport,3345.076,United States,42.8810997,-85.52420044
NIP,NAS (Towers Field),3336.41,United States,30.23419952,-81.6753006
MTJ,Montrose Regional,3327.744,United States,38.50059891,-107.8946991
ADU,Ardabil,3314.745,Iran,38.25,48.29999924
IJK,Izhevsk,3310.412,Russian Federation,56.83330154,53.46670151
BLY,Belmullet Airport,3306.079,Ireland,54.23329926,-10
YVO,Val d'Or,3293.08,Canada,48.05279923,-77.78279877
IKU,Issyk-Kul,3293.08,Kyrgyzstan,42.58560181,76.70189667
PKC,Yelizovo,3284.414,Russian Federation,53.01670075,158.6499939
XHQ,Hopa Bus Station,3280.081,Turkey,41.40969849,41.43249893
KHG,Kashi,3275.748,China,39.54309845,76.0196991
KVX,Kirov,3275.748,Russian Federation,58.5,49.34999847
POG,Port-Gentil International,3271.415,Gabon,-0.712499976,8.755800247
TOD,Tioman Island,3249.75,Malaysia,2.819400072,104.1619034
SGD,Sonderborg Airport,3241.084,Denmark,54.93030167,9.794699669
OSN,Osan Air Base,3241.084,South Korea,37.08499908,127.0317001
HRT,Linton-On-Ouse RAF,3241.084,United Kingdom,54.04940033,-1.251899958
EDF,Elmendorf Air Force Base,3241.084,United States,61.25239945,-149.7980042
TNJ,Raja Haji Fisabilillah,3236.751,Indonesia,0.919200003,104.5361023
JPA,Castro Pinto International,3223.752,Brazil,-7.146399975,-34.95190048
MCZ,Zumbi dos Palmares Int,3223.752,Brazil,-9.515299797,-35.79579926
ZNA,Harbour SPB,3206.42,Canada,49.15000153,-123.9332962
HUI,Phu Bai International,3189.088,Vietnam,16.39920044,107.7033005
CYB,C. Kirkconnell Intl,3171.756,Cayman Islands,19.68670082,-79.88469696
LEX,Blue Grass,3171.756,United States,38.03969955,-84.60220337
BCD,Silay International Airport,3154.424,Philippines,10.64439964,122.9291992
TAP,Tapachula East International,3141.425,Mexico,14.90970039,-92.25309753
REL,Almirante M.A. Zar,3119.76,Argentina,-43.23329926,-65.32330322
NWA,Bandar es Salam Airport,3119.76,Comoros,-12.2833004,43.76670075
HRJ,Chaurjhari Airport,3119.76,Nepal,28,82.33329773
MOL,Aaro,3119.76,Norway,62.74860001,7.271100044
TBJ,Ain Draham,3119.76,Tunisia,36.98040009,8.876999855
